P1|P2|P3|样本数|平均月薪|链接|1年以内|1-3年|3-5年|5-10年|10年以上|24岁以下|25岁-29岁|30岁-34岁|35岁-39岁|40岁-44岁|45岁以上
人力/财务/行政|财务|统计员|8,182|￥4016|https://www.zhipin.com/salaryxc/c101120100_p150314.html|1年以内工作经验占比1%，平均月薪¥3,600；|1-3年工作经验占比84%，平均月薪¥4,000；|3-5年工作经验占比12%，平均月薪¥4,000；|5-10年工作经验占比1%，平均月薪¥4,300；|10年以上工作经验占比2%，平均月薪¥5,991；|24岁以下占比66%；|25岁-29岁占比19%；|30岁-34岁占比7%；|35岁-39岁占比4%；|40岁-44岁占比2%；|45岁以上占比2%；
人力/财务/行政|财务|财务分析/财务BP|5,461|￥8146|https://www.zhipin.com/salaryxc/c101120100_p150316.html||1-3年工作经验占比39%，平均月薪¥6,800；|3-5年工作经验占比54%，平均月薪¥7,400；|5-10年工作经验占比7%，平均月薪¥10,800；||24岁以下占比41%；|25岁-29岁占比35%；|30岁-34岁占比16%；|35岁-39岁占比7%；|40岁-44岁占比1%；|
人力/财务/行政|财务|财务经理/主管|42,752|￥8223|https://www.zhipin.com/salaryxc/c101120100_p150402.html|1年以内工作经验占比1%，平均月薪¥4,400；|1-3年工作经验占比16%，平均月薪¥6,000；|3-5年工作经验占比42%，平均月薪¥7,000；|5-10年工作经验占比35%，平均月薪¥7,700；|10年以上工作经验占比6%，平均月薪¥8,900；|24岁以下占比8%；|25岁-29岁占比17%；|30岁-34岁占比29%；|35岁-39岁占比24%；|40岁-44岁占比13%；|45岁以上占比9%；
人力/财务/行政|财务|CFO|391|￥26143|https://www.zhipin.com/salaryxc/c101120100_p150404.html|1年以内工作经验占比1%，平均月薪¥7,706；|1-3年工作经验占比20%，平均月薪¥8,932；|3-5年工作经验占比8%，平均月薪¥11,500；|5-10年工作经验占比70%，平均月薪¥21,250；|10年以上工作经验占比1%，平均月薪¥21,500；|24岁以下占比1%；|25岁-29岁占比3%；|30岁-34岁占比13%；|35岁-39岁占比24%；|40岁-44岁占比33%；|45岁以上占比26%；
人力/财务/行政|法务|法务专员/助理|21,329|￥4986|https://www.zhipin.com/salaryxc/c101120100_p150203.html|1年以内工作经验占比24%，平均月薪¥4,700；|1-3年工作经验占比60%，平均月薪¥5,300；|3-5年工作经验占比12%，平均月薪¥5,950；|5-10年工作经验占比1%，平均月薪¥6,300；|10年以上工作经验占比3%，平均月薪¥9,100；|24岁以下占比55%；|25岁-29岁占比30%；|30岁-34岁占比8%；|35岁-39岁占比4%；|40岁-44岁占比2%；|45岁以上占比1%；
人力/财务/行政|法务|律师|768|￥9086|https://www.zhipin.com/salaryxc/c101120100_p150502.html||1-3年工作经验占比31%，平均月薪¥8,000；|3-5年工作经验占比65%，平均月薪¥9,100；|5-10年工作经验占比3%，平均月薪¥11,500；|10年以上工作经验占比1%，平均月薪¥17,226；|24岁以下占比20%；|25岁-29岁占比32%；|30岁-34岁占比20%；|35岁-39岁占比15%；|40岁-44岁占比8%；|45岁以上占比5%；
人力/财务/行政|法务|法律顾问|4,421|￥6206|https://www.zhipin.com/salaryxc/c101120100_p150504.html||1-3年工作经验占比55%，平均月薪¥7,300；|3-5年工作经验占比40%，平均月薪¥8,300；|5-10年工作经验占比5%，平均月薪¥8,500；||24岁以下占比62%；|25岁-29岁占比21%；|30岁-34岁占比10%；|35岁-39岁占比5%；|40岁-44岁占比1%；|45岁以上占比1%；
人力/财务/行政|法务|法务经理/主管|3,584|￥10123|https://www.zhipin.com/salaryxc/c101120100_p150506.html||1-3年工作经验占比25%，平均月薪¥7,200；|3-5年工作经验占比56%，平均月薪¥8,000；|5-10年工作经验占比18%，平均月薪¥8,700；|10年以上工作经验占比1%，平均月薪¥9,400；|24岁以下占比19%；|25岁-29岁占比38%；|30岁-34岁占比23%；|35岁-39岁占比12%；|40岁-44岁占比5%；|45岁以上占比3%；
人力/财务/行政|法务|法务总监|526|￥15576|https://www.zhipin.com/salaryxc/c101120100_p150507.html|1年以内工作经验占比1%，平均月薪¥8,521；|1-3年工作经验占比10%，平均月薪¥9,550；|3-5年工作经验占比52%，平均月薪¥13,800；|5-10年工作经验占比36%，平均月薪¥23,500；|10年以上工作经验占比1%，平均月薪¥39,000；|24岁以下占比5%；|25岁-29岁占比17%；|30岁-34岁占比24%；|35岁-39岁占比23%；|40岁-44岁占比17%；|45岁以上占比14%；
销售|销售|销售专员|881,175|￥6560|https://www.zhipin.com/salaryxc/c101120100_p140301.html|1年以内工作经验占比28%，平均月薪¥7,000；|1-3年工作经验占比63%，平均月薪¥7,100；|3-5年工作经验占比8%，平均月薪¥7,100；|5-10年工作经验占比1%，平均月薪¥7,200；||24岁以下占比57%；|25岁-29岁占比21%；|30岁-34岁占比12%；|35岁-39岁占比6%；|40岁-44岁占比3%；|45岁以上占比1%；
销售|销售|大客户代表|102,469|￥9193|https://www.zhipin.com/salaryxc/c101120100_p140304.html|1年以内工作经验占比5%，平均月薪¥8,000；|1-3年工作经验占比56%，平均月薪¥8,700；|3-5年工作经验占比31%，平均月薪¥10,000；|5-10年工作经验占比8%，平均月薪¥11,400；||24岁以下占比37%；|25岁-29岁占比30%；|30岁-34岁占比20%；|35岁-39岁占比9%；|40岁-44岁占比3%；|45岁以上占比1%；
销售|销售|BD经理|40,706|￥7513|https://www.zhipin.com/salaryxc/c101120100_p140305.html|1年以内工作经验占比8%，平均月薪¥7,300；|1-3年工作经验占比82%，平均月薪¥7,700；|3-5年工作经验占比9%，平均月薪¥8,600；|5-10年工作经验占比1%，平均月薪¥12,000；||24岁以下占比48%；|25岁-29岁占比30%；|30岁-34岁占比14%；|35岁-39岁占比5%；|40岁-44岁占比2%；|45岁以上占比1%；
销售|销售|渠道销售|51,366|￥6686|https://www.zhipin.com/salaryxc/c101120100_p140307.html|1年以内工作经验占比8%，平均月薪¥7,200；|1-3年工作经验占比61%，平均月薪¥7,600；|3-5年工作经验占比25%，平均月薪¥9,100；|5-10年工作经验占比5%，平均月薪¥12,100；|10年以上工作经验占比1%，平均月薪¥24,000；|24岁以下占比29%；|25岁-29岁占比26%；|30岁-34岁占比23%；|35岁-39岁占比14%；|40岁-44岁占比6%；|45岁以上占比2%；
销售|销售|电话销售|260,945|￥8766|https://www.zhipin.com/salaryxc/c101120100_p140310.html|1年以内工作经验占比31%，平均月薪¥7,100；|1-3年工作经验占比62%，平均月薪¥7,200；|3-5年工作经验占比6%，平均月薪¥8,200；||10年以上工作经验占比1%，平均月薪¥12,900；|24岁以下占比46%；|25岁-29岁占比24%；|30岁-34岁占比15%；|35岁-39岁占比9%；|40岁-44岁占比4%；|45岁以上占比2%；
销售|销售|网络销售|163,257|￥6960|https://www.zhipin.com/salaryxc/c101120100_p140314.html|1年以内工作经验占比32%，平均月薪¥5,700；|1-3年工作经验占比62%，平均月薪¥7,000；|3-5年工作经验占比6%，平均月薪¥7,100；|||24岁以下占比57%；|25岁-29岁占比26%；|30岁-34岁占比10%；|35岁-39岁占比4%；|40岁-44岁占比2%；|45岁以上占比1%；
销售|销售|销售工程师|29,694|￥6810|https://www.zhipin.com/salaryxc/c101120100_p140316.html|1年以内工作经验占比4%，平均月薪¥5,900；|1-3年工作经验占比68%，平均月薪¥7,300；|3-5年工作经验占比26%，平均月薪¥8,100；|5-10年工作经验占比2%，平均月薪¥9,400；||24岁以下占比45%；|25岁-29岁占比29%；|30岁-34岁占比15%；|35岁-39岁占比7%；|40岁-44岁占比3%；|45岁以上占比1%；
销售|销售|客户经理|62,196|￥7120|https://www.zhipin.com/salaryxc/c101120100_p140317.html|1年以内工作经验占比15%，平均月薪¥7,800；|1-3年工作经验占比56%，平均月薪¥8,000；|3-5年工作经验占比24%，平均月薪¥9,400；|5-10年工作经验占比5%，平均月薪¥12,900；||24岁以下占比43%；|25岁-29岁占比27%；|30岁-34岁占比16%；|35岁-39岁占比8%；|40岁-44岁占比3%；|45岁以上占比3%；
销售|销售管理|销售经理|234,396|￥9949|https://www.zhipin.com/salaryxc/c101120100_p140302.html|1年以内工作经验占比8%，平均月薪¥7,700；|1-3年工作经验占比47%，平均月薪¥8,500；|3-5年工作经验占比35%，平均月薪¥9,300；|5-10年工作经验占比10%，平均月薪¥10,700；||24岁以下占比25%；|25岁-29岁占比26%；|30岁-34岁占比24%；|35岁-39岁占比15%；|40岁-44岁占比7%；|45岁以上占比3%；
销售|销售管理|销售总监|50,627|￥14516|https://www.zhipin.com/salaryxc/c101120100_p140402.html|1年以内工作经验占比2%，平均月薪¥10,700；|1-3年工作经验占比28%，平均月薪¥14,000；|3-5年工作经验占比34%，平均月薪¥15,000；|5-10年工作经验占比31%，平均月薪¥15,100；|10年以上工作经验占比5%，平均月薪¥17,900；|24岁以下占比7%；|25岁-29岁占比16%；|30岁-34岁占比28%；|35岁-39岁占比27%；|40岁-44岁占比16%；|45岁以上占比6%；
销售|销售管理|区域总监|11,146|￥14676|https://www.zhipin.com/salaryxc/c101120100_p160101.html||1-3年工作经验占比38%，平均月薪¥13,200；|3-5年工作经验占比38%，平均月薪¥15,300；|5-10年工作经验占比24%，平均月薪¥16,200；||24岁以下占比6%；|25岁-29岁占比15%；|30岁-34岁占比28%；|35岁-39岁占比27%；|40岁-44岁占比16%；|45岁以上占比8%；
销售|销售管理|城市经理|37,638|￥11683|https://www.zhipin.com/salaryxc/c101120100_p160102.html|1年以内工作经验占比4%，平均月薪¥12,900；|1-3年工作经验占比35%，平均月薪¥13,500；|3-5年工作经验占比42%，平均月薪¥14,600；|5-10年工作经验占比17%，平均月薪¥15,300；|10年以上工作经验占比2%，平均月薪¥19,450；|24岁以下占比11%；|25岁-29岁占比19%；|30岁-34岁占比28%；|35岁-39岁占比22%；|40岁-44岁占比12%；|45岁以上占比8%；
销售|销售管理|销售VP|1,053|￥16800|https://www.zhipin.com/salaryxc/c101120100_p160103.html|1年以内工作经验占比1%，平均月薪¥8,086；|1-3年工作经验占比12%，平均月薪¥8,600；|3-5年工作经验占比12%，平均月薪¥11,400；|5-10年工作经验占比75%，平均月薪¥22,300；||24岁以下占比9%；|25岁-29岁占比16%；|30岁-34岁占比26%；|35岁-39岁占比26%；|40岁-44岁占比19%；|45岁以上占比4%；
销售|销售管理|团队经理|28,221|￥9370|https://www.zhipin.com/salaryxc/c101120100_p160104.html|1年以内工作经验占比8%，平均月薪¥7,400；|1-3年工作经验占比45%，平均月薪¥10,500；|3-5年工作经验占比39%，平均月薪¥12,100；|5-10年工作经验占比8%，平均月薪¥12,900；||24岁以下占比24%；|25岁-29岁占比30%；|30岁-34岁占比26%；|35岁-39岁占比13%；|40岁-44岁占比5%；|45岁以上占比2%；
销售|销售行政/商务|销售运营|6,230|￥7026|https://www.zhipin.com/salaryxc/c101120100_p130119.html||1-3年工作经验占比40%，平均月薪¥7,100；|3-5年工作经验占比52%，平均月薪¥8,600；|5-10年工作经验占比8%，平均月薪¥13,500；||24岁以下占比53%；|25岁-29岁占比27%；|30岁-34岁占比13%；|35岁-39岁占比5%；|40岁-44岁占比1%；|45岁以上占比1%；
销售|销售行政/商务|销售助理|52,843|￥4700|https://www.zhipin.com/salaryxc/c101120100_p140309.html|1年以内工作经验占比15%，平均月薪¥4,300；|1-3年工作经验占比72%，平均月薪¥4,300；|3-5年工作经验占比13%，平均月薪¥5,000；|||24岁以下占比44%；|25岁-29岁占比25%；|30岁-34岁占比17%；|35岁-39岁占比10%；|40岁-44岁占比3%；|45岁以上占比1%；
销售|销售行政/商务|商务总监|2,116|￥15606|https://www.zhipin.com/salaryxc/c101120100_p140403.html||1-3年工作经验占比26%，平均月薪¥10,800；|3-5年工作经验占比48%，平均月薪¥11,350；|5-10年工作经验占比26%，平均月薪¥15,000；||24岁以下占比5%；|25岁-29岁占比15%；|30岁-34岁占比28%；|35岁-39岁占比29%；|40岁-44岁占比17%；|45岁以上占比6%；
销售|销售行政/商务|商务专员|50,419|￥5959|https://www.zhipin.com/salaryxc/c101120100_p160301.html|1年以内工作经验占比23%，平均月薪¥5,100；|1-3年工作经验占比67%，平均月薪¥5,300；|3-5年工作经验占比9%，平均月薪¥5,500；|5-10年工作经验占比1%，平均月薪¥5,700；||24岁以下占比62%；|25岁-29岁占比24%；|30岁-34岁占比9%；|35岁-39岁占比4%；|40岁-44岁占比1%；|
销售|销售行政/商务|商务经理|7,784|￥8910|https://www.zhipin.com/salaryxc/c101120100_p160302.html||1-3年工作经验占比40%，平均月薪¥6,800；|3-5年工作经验占比53%，平均月薪¥7,300；|5-10年工作经验占比7%，平均月薪¥8,100；||24岁以下占比32%；|25岁-29岁占比27%；|30岁-34岁占比22%；|35岁-39岁占比12%；|40岁-44岁占比5%；|45岁以上占比2%；
销售|销售行政/商务|客户成功|1,535|￥10226|https://www.zhipin.com/salaryxc/c101120100_p160303.html||1-3年工作经验占比45%，平均月薪¥9,350；|3-5年工作经验占比54%，平均月薪¥9,400；|5-10年工作经验占比1%，平均月薪¥10,200；||24岁以下占比27%；|25岁-29岁占比36%；|30岁-34岁占比24%；|35岁-39岁占比8%；|40岁-44岁占比3%；|45岁以上占比2%；
销售|服务业销售|服装导购|13,999|￥5610|https://www.zhipin.com/salaryxc/c101120100_p160501.html|1年以内工作经验占比1%，平均月薪¥3,337；|1-3年工作经验占比74%，平均月薪¥5,000；|3-5年工作经验占比8%，平均月薪¥5,000；|5-10年工作经验占比17%，平均月薪¥5,300；||24岁以下占比51%；|25岁-29岁占比17%；|30岁-34岁占比14%；|35岁-39岁占比11%；|40岁-44岁占比5%；|45岁以上占比2%；
销售|服务业销售|化妆品导购|1,457|￥5713|https://www.zhipin.com/salaryxc/c101120100_p210406.html|1年以内工作经验占比2%，平均月薪¥4,700；|1-3年工作经验占比70%，平均月薪¥5,700；|3-5年工作经验占比9%，平均月薪¥6,000；|5-10年工作经验占比18%，平均月薪¥7,450；|10年以上工作经验占比1%，平均月薪¥11,159；|24岁以下占比44%；|25岁-29岁占比25%；|30岁-34岁占比16%；|35岁-39岁占比12%；|40岁-44岁占比2%；|45岁以上占比1%；
销售|服务业销售|美容顾问|3,408|￥7306|https://www.zhipin.com/salaryxc/c101120100_p210414.html||1-3年工作经验占比66%，平均月薪¥8,000；|3-5年工作经验占比33%，平均月薪¥8,100；|5-10年工作经验占比1%，平均月薪¥8,900；||24岁以下占比48%；|25岁-29岁占比23%；|30岁-34岁占比15%；|35岁-39岁占比9%；|40岁-44岁占比3%；|45岁以上占比2%；
销售|服务业销售|会籍顾问|4,291|￥5116|https://www.zhipin.com/salaryxc/c101120100_p210610.html||1-3年工作经验占比70%，平均月薪¥5,900；|3-5年工作经验占比2%，平均月薪¥8,200；|5-10年工作经验占比27%，平均月薪¥8,650；|10年以上工作经验占比1%，平均月薪¥12,283；|24岁以下占比69%；|25岁-29岁占比15%；|30岁-34岁占比6%；|35岁-39岁占比4%；|40岁-44岁占比3%；|45岁以上占比3%；
销售|服务业销售|旅游顾问|9,486|￥5443|https://www.zhipin.com/salaryxc/c101120100_p280103.html|1年以内工作经验占比1%，平均月薪¥5,100；|1-3年工作经验占比96%，平均月薪¥5,400；|3-5年工作经验占比1%，平均月薪¥6,300；|5-10年工作经验占比1%，平均月薪¥7,900；|10年以上工作经验占比1%，平均月薪¥11,833；|24岁以下占比45%；|25岁-29岁占比24%；|30岁-34岁占比15%；|35岁-39岁占比10%；|40岁-44岁占比4%；|45岁以上占比2%；
销售|服务业销售|珠宝销售|4,282|￥4726|https://www.zhipin.com/salaryxc/c101120100_p290312.html||1-3年工作经验占比73%，平均月薪¥5,000；|3-5年工作经验占比26%，平均月薪¥7,697；||10年以上工作经验占比1%，平均月薪¥13,032；|24岁以下占比41%；|25岁-29岁占比20%；|30岁-34岁占比20%；|35岁-39岁占比14%；|40岁-44岁占比4%；|45岁以上占比1%；
销售|汽车销售|汽车销售|35,774|￥7696|https://www.zhipin.com/salaryxc/c101120100_p230201.html|1年以内工作经验占比11%，平均月薪¥7,100；|1-3年工作经验占比71%，平均月薪¥8,500；|3-5年工作经验占比16%，平均月薪¥8,600；|5-10年工作经验占比1%，平均月薪¥10,000；|10年以上工作经验占比1%，平均月薪¥17,100；|24岁以下占比58%；|25岁-29岁占比23%；|30岁-34岁占比12%；|35岁-39岁占比5%；|40岁-44岁占比1%；|45岁以上占比1%；
